order_id,order_date,customer_id,meal_id
1,3/27/2021,25,8
2,3/3/2021,14,7
3,1/2/2021,3,5
4,2/24/2021,8,4
5,3/3/2021,1,6
6,1/24/2021,3,4
7,3/17/2021,2,6
8,1/14/2021,8,6
9,1/8/2021,9,7
10,1/3/2021,19,1
11,2/20/2021,25,4
12,1/4/2021,24,7
13,3/22/2021,7,6
14,3/2/2021,12,6
15,3/25/2021,1,1
16,1/1/2021,25,3
17,3/23/2021,2,4
18,1/22/2021,11,6
19,1/22/2021,20,3
20,2/17/2021,9,4
21,1/17/2021,11,3
22,1/4/2021,3,2
23,2/20/2021,10,4
24,1/11/2021,13,2
25,1/4/2021,10,7
26,1/15/2021,22,3
27,3/5/2021,13,4
28,3/4/2021,14,8
29,1/7/2021,26,5
30,3/6/2021,18,8
31,1/4/2021,2,7
32,3/20/2021,14,8
33,3/20/2021,6,7
34,3/16/2021,23,4
35,3/28/2021,4,5
36,2/17/2021,25,3
37,1/12/2021,5,7
38,2/3/2021,22,6
39,3/12/2021,5,6
40,3/21/2021,18,4
41,2/20/2021,23,3
42,1/15/2021,27,8
43,2/25/2021,22,7
44,3/20/2021,6,3
45,1/27/2021,19,1
46,3/24/2021,1,5
47,3/10/2021,16,8
48,2/27/2021,19,2
49,1/4/2021,15,2
50,3/9/2021,29,6
51,1/16/2021,10,3
52,1/29/2021,7,8
53,1/28/2021,1,6
54,1/31/2021,3,8
55,3/25/2021,8,6
56,2/17/2021,3,7
57,1/31/2021,25,2
58,2/13/2021,26,5
59,3/16/2021,7,7
60,1/6/2021,2,6
61,1/20/2021,27,5
62,2/22/2021,19,5
63,1/11/2021,28,1
64,2/19/2021,23,4
65,2/26/2021,11,1
66,1/10/2021,28,3
67,3/27/2021,2,3
68,1/24/2021,5,8
69,2/27/2021,11,7
70,1/23/2021,4,3
71,2/7/2021,24,1
72,2/26/2021,28,8
73,3/18/2021,10,2
74,1/29/2021,11,2
75,3/12/2021,18,1
76,2/2/2021,1,7
77,2/5/2021,10,6
78,2/7/2021,24,6
79,2/21/2021,8,8
80,1/27/2021,3,7
81,3/7/2021,26,2
82,1/2/2021,6,2
83,1/29/2021,27,2
84,1/15/2021,28,3
85,1/24/2021,11,5
86,1/24/2021,25,2
87,2/14/2021,9,7
88,2/15/2021,17,4
89,2/12/2021,7,5
90,3/9/2021,5,7
91,3/3/2021,19,7
92,1/12/2021,26,2
93,2/23/2021,27,4
94,1/7/2021,7,1
95,1/24/2021,13,5
96,3/8/2021,15,2
97,3/24/2021,10,2
98,2/5/2021,23,6
99,3/24/2021,21,8
100,1/7/2021,21,7
101,1/25/2021,21,8
102,3/1/2021,23,8
103,1/14/2021,12,8
104,3/21/2021,26,5
105,3/27/2021,13,2
106,3/28/2021,27,5
107,2/15/2021,21,5
108,3/7/2021,4,3
109,2/2/2021,2,8
110,2/23/2021,26,5
111,3/30/2021,7,8
112,3/12/2021,24,8
113,2/28/2021,21,6
114,1/22/2021,29,6
115,3/7/2021,4,8
116,3/6/2021,15,2
117,1/31/2021,28,7
118,3/21/2021,28,3
119,2/6/2021,15,2
120,2/27/2021,23,2
121,3/20/2021,27,6
122,3/28/2021,25,6
123,3/8/2021,13,8
124,3/4/2021,7,4
125,1/15/2021,4,7
126,1/21/2021,13,2
127,3/27/2021,13,3
128,3/25/2021,9,7
129,3/24/2021,21,1
130,1/21/2021,20,1
131,2/4/2021,16,8
132,2/8/2021,12,8
133,2/2/2021,9,2
134,1/9/2021,23,5
135,2/9/2021,15,7
136,2/9/2021,20,2
137,1/3/2021,14,4
138,2/7/2021,15,4
139,2/27/2021,17,6
140,3/19/2021,15,5
141,3/8/2021,1,2
142,2/7/2021,14,4
143,3/10/2021,17,5
144,2/28/2021,8,7
145,2/4/2021,18,8
146,3/20/2021,14,7
147,2/4/2021,5,8
148,3/12/2021,21,5
149,2/3/2021,25,1
150,2/7/2021,29,2
151,3/5/2021,17,2
152,3/2/2021,2,6
153,1/9/2021,21,6
154,2/27/2021,1,6
155,3/27/2021,18,3
156,3/10/2021,25,6
157,1/3/2021,26,6
158,1/7/2021,13,2
159,1/15/2021,16,4
160,3/5/2021,20,6
161,2/1/2021,27,2
162,1/31/2021,27,6
163,3/6/2021,22,3
164,2/7/2021,4,6
165,1/1/2021,23,7
166,2/7/2021,24,5
167,1/15/2021,26,2
168,2/7/2021,19,8
169,3/27/2021,26,8
170,3/12/2021,28,8
171,2/24/2021,4,5
172,1/4/2021,12,1
173,1/28/2021,2,1
174,3/11/2021,8,8
175,2/20/2021,26,3
176,3/7/2021,20,1
177,3/12/2021,1,7
178,2/22/2021,21,8
179,3/8/2021,29,6
180,3/28/2021,1,7
181,2/19/2021,16,8
182,2/28/2021,28,2
183,2/25/2021,14,8
184,3/10/2021,29,7
185,3/13/2021,13,1
186,2/24/2021,26,5
187,1/29/2021,10,7
188,3/21/2021,12,4
189,1/4/2021,2,7
190,1/18/2021,9,6
191,3/3/2021,5,8
192,1/13/2021,23,6
193,1/23/2021,5,3
194,2/6/2021,1,5
195,3/19/2021,21,3
196,3/28/2021,2,8
197,1/9/2021,11,4
198,2/11/2021,7,8
199,2/23/2021,5,6
200,3/27/2021,11,6
201,2/3/2021,25,3
202,1/5/2021,9,5
203,1/21/2021,8,6
204,2/21/2021,26,3
205,3/10/2021,24,1
206,2/2/2021,7,6
207,2/27/2021,7,4
208,2/2/2021,4,2
209,1/14/2021,19,1
210,1/23/2021,17,4
211,1/26/2021,22,3
212,1/9/2021,16,5
213,3/13/2021,23,1
214,1/13/2021,20,2
215,3/5/2021,14,2
216,1/6/2021,11,6
217,3/25/2021,23,2
218,2/6/2021,21,5
219,2/17/2021,23,8
220,2/14/2021,13,3
221,2/14/2021,6,3
222,3/6/2021,5,4
223,1/7/2021,5,5
224,2/13/2021,22,3
225,3/1/2021,23,1
226,1/16/2021,15,3
227,1/28/2021,5,6
228,2/23/2021,5,5
229,3/7/2021,22,6
230,1/12/2021,7,6
231,1/12/2021,11,4
232,3/27/2021,10,4
233,1/17/2021,9,4
234,2/11/2021,24,3
235,2/14/2021,8,4
236,3/15/2021,9,7
237,2/21/2021,22,1
238,3/6/2021,7,8
239,3/11/2021,26,6
240,2/17/2021,25,2
241,1/18/2021,7,8
242,1/31/2021,5,3
243,3/25/2021,12,3
244,3/19/2021,29,4
245,2/13/2021,26,5
246,1/4/2021,21,7
247,3/19/2021,7,3
248,3/16/2021,18,2
249,1/25/2021,16,3
250,3/20/2021,28,4
251,2/19/2021,24,3
252,1/24/2021,14,5
253,1/1/2021,29,8
254,1/18/2021,22,6
255,1/11/2021,9,7
256,1/30/2021,26,1
257,3/15/2021,18,5
258,1/2/2021,26,4
259,2/4/2021,24,6
260,2/27/2021,19,4
261,2/26/2021,8,1
262,1/27/2021,19,4
263,3/19/2021,18,7
264,3/24/2021,1,7
265,3/4/2021,20,1
266,2/11/2021,13,7
267,1/20/2021,21,4
268,1/23/2021,28,8
269,2/9/2021,20,3
270,2/25/2021,14,6
271,3/7/2021,17,4
272,1/25/2021,22,3
273,1/1/2021,6,6
274,2/8/2021,13,7
275,1/1/2021,17,3
276,3/10/2021,17,5
277,3/19/2021,14,4
278,3/6/2021,7,3
279,3/7/2021,9,3
280,2/26/2021,10,4
281,3/14/2021,26,4
282,2/23/2021,18,1
283,3/5/2021,26,6
284,2/4/2021,12,3
285,3/28/2021,8,5
286,1/16/2021,23,7
287,2/14/2021,10,3
288,3/10/2021,2,2
289,1/17/2021,10,5
290,3/16/2021,22,6
291,3/20/2021,14,6
292,3/20/2021,26,4
293,2/24/2021,12,7
294,2/19/2021,22,4
295,3/15/2021,27,7
296,1/9/2021,7,5
297,1/11/2021,7,3
298,1/5/2021,19,8
299,1/14/2021,19,2
300,2/12/2021,7,1
301,3/12/2021,23,5
302,2/22/2021,17,8
303,3/3/2021,13,7
304,3/4/2021,29,1
305,1/21/2021,7,6
306,2/24/2021,7,3
307,1/29/2021,1,3
308,2/1/2021,16,5
309,2/22/2021,6,8
310,1/18/2021,27,8
311,2/9/2021,29,3
312,3/20/2021,9,6
313,2/13/2021,22,5
314,3/25/2021,16,7
315,1/15/2021,1,6
316,1/18/2021,15,2
317,3/6/2021,1,8
318,3/30/2021,4,8
319,1/3/2021,19,6
320,1/18/2021,28,6
321,1/19/2021,27,4
322,3/2/2021,14,2
323,3/6/2021,15,8
324,3/29/2021,21,4
325,1/10/2021,15,8
326,1/20/2021,29,4
327,3/17/2021,11,3
328,3/10/2021,9,6
329,3/23/2021,27,2
330,1/8/2021,11,7
331,3/1/2021,1,8
332,1/6/2021,23,1
333,3/26/2021,2,4
334,2/17/2021,2,1
335,2/22/2021,10,2
336,2/24/2021,24,2
337,1/27/2021,9,3
338,3/9/2021,29,6
339,1/26/2021,8,2
340,2/5/2021,20,6
341,2/27/2021,14,2
342,1/30/2021,18,1
343,1/5/2021,19,8
344,3/24/2021,23,4
345,3/7/2021,3,7
346,1/24/2021,29,6
347,1/13/2021,10,4
348,1/15/2021,14,8
349,2/9/2021,7,7
350,2/1/2021,12,2
351,1/21/2021,23,1
352,2/15/2021,3,5
353,3/27/2021,25,7
354,1/30/2021,26,8
355,2/18/2021,3,1
356,3/14/2021,17,3
357,3/23/2021,6,6
358,3/30/2021,9,6
359,3/24/2021,10,1
360,1/31/2021,8,8
361,3/2/2021,10,8
362,3/29/2021,10,4
363,1/10/2021,12,6
364,1/17/2021,17,1
365,1/24/2021,17,8
366,3/25/2021,18,7
367,1/29/2021,5,1
368,3/2/2021,28,5
369,3/9/2021,5,5
370,2/24/2021,29,3
371,1/8/2021,2,7
372,1/14/2021,11,5
373,1/2/2021,5,6
374,3/25/2021,17,7
375,2/14/2021,4,4
376,1/23/2021,20,5
377,2/26/2021,3,1
378,3/25/2021,8,1
379,2/11/2021,9,8
380,3/6/2021,6,7
381,2/2/2021,18,1
382,3/29/2021,12,3
383,2/2/2021,23,4
384,1/3/2021,10,3
385,3/14/2021,15,3
386,1/5/2021,6,8
387,2/17/2021,24,3
388,3/11/2021,21,8
389,2/22/2021,19,3
390,2/25/2021,17,4
391,1/5/2021,16,3
392,1/14/2021,5,8
393,1/19/2021,6,6
394,2/26/2021,2,1
395,1/11/2021,28,4
396,2/14/2021,16,8
397,3/9/2021,2,4
398,1/26/2021,3,7
399,1/27/2021,20,3
400,1/19/2021,18,8
401,1/27/2021,8,3
402,2/28/2021,9,1
403,2/25/2021,16,7
404,2/12/2021,7,7
405,2/23/2021,18,3
406,1/22/2021,14,2
407,3/4/2021,15,1
408,3/10/2021,5,1
409,1/7/2021,22,7
410,2/15/2021,7,3
411,1/7/2021,19,3
412,3/29/2021,8,5
413,3/30/2021,29,1
414,3/12/2021,9,3
415,3/10/2021,20,1
416,3/19/2021,8,4
417,1/9/2021,17,8
418,2/20/2021,7,8
419,3/26/2021,18,2
420,1/27/2021,6,7
421,2/16/2021,4,3
422,2/1/2021,28,2
423,3/12/2021,10,7
424,2/8/2021,29,4
425,3/20/2021,3,7
426,3/24/2021,17,7
427,3/20/2021,2,3
428,2/23/2021,1,4
429,1/22/2021,14,1
430,1/5/2021,13,7
431,1/2/2021,5,6
432,2/3/2021,17,4
433,2/25/2021,2,7
434,3/24/2021,11,4
435,3/30/2021,15,8
436,3/6/2021,6,8
437,1/8/2021,29,7
438,1/30/2021,2,8
439,3/3/2021,6,6
440,2/28/2021,23,2
441,2/10/2021,5,4
442,3/15/2021,17,7
443,1/10/2021,7,3
444,2/1/2021,29,4
445,2/10/2021,25,6
446,1/27/2021,5,8
447,1/18/2021,20,5
448,2/17/2021,5,5
449,3/27/2021,6,6
450,3/5/2021,18,4
451,2/28/2021,3,8
452,2/19/2021,1,4
453,1/25/2021,25,2
454,3/11/2021,29,7
455,2/16/2021,9,4
456,2/28/2021,10,3
457,2/19/2021,5,7
458,3/30/2021,10,5
459,2/23/2021,12,6
460,2/12/2021,3,7
461,3/15/2021,18,1
462,2/4/2021,24,1
463,1/13/2021,1,3
464,2/27/2021,1,3
465,3/29/2021,22,6
466,3/6/2021,13,3
467,1/26/2021,17,2
468,1/18/2021,17,6
469,3/8/2021,10,8
470,3/10/2021,4,1
471,2/5/2021,5,1
472,3/30/2021,6,8
473,1/8/2021,1,7
474,2/21/2021,11,5
475,1/17/2021,17,2
476,1/9/2021,27,8
477,1/14/2021,16,2
478,3/7/2021,13,8
479,2/11/2021,19,1
480,2/10/2021,7,8
481,1/13/2021,6,8
482,1/29/2021,23,6
483,2/8/2021,18,5
484,1/20/2021,4,8
485,3/30/2021,13,3
486,1/19/2021,21,5
487,1/14/2021,14,2
488,3/4/2021,6,2
489,1/31/2021,22,8
490,1/14/2021,2,4
491,2/4/2021,11,1
492,1/19/2021,15,4
493,1/5/2021,11,5
494,2/19/2021,15,1
495,2/14/2021,24,6
496,3/30/2021,1,1
497,3/21/2021,21,2
498,1/28/2021,8,5
499,1/29/2021,19,1
500,2/16/2021,4,6
501,2/14/2021,18,4
502,1/28/2021,4,3
503,2/25/2021,23,7
504,2/6/2021,6,2
505,3/23/2021,16,8
506,2/8/2021,7,3
507,1/24/2021,6,6
508,3/29/2021,23,2
509,3/28/2021,11,2
510,1/12/2021,29,5
511,2/9/2021,14,3
512,2/16/2021,11,4
513,3/16/2021,16,1
514,3/4/2021,26,1
515,2/17/2021,13,5
516,1/3/2021,8,3
517,3/29/2021,8,8
518,3/23/2021,2,4
519,3/30/2021,10,6
520,1/27/2021,8,5
521,3/13/2021,24,3
522,3/30/2021,10,2
523,3/10/2021,1,8
524,1/25/2021,26,2
525,1/9/2021,19,7
526,2/1/2021,13,4
527,3/28/2021,12,8
528,1/4/2021,15,3
529,1/24/2021,9,2
530,3/9/2021,8,6
531,3/12/2021,15,4
532,2/3/2021,13,1
533,2/13/2021,8,5
534,3/18/2021,26,5
535,1/11/2021,7,4
536,2/13/2021,18,3
537,1/31/2021,7,5
538,3/8/2021,21,3
539,2/12/2021,6,2
540,1/29/2021,1,5
541,1/1/2021,5,5
542,1/3/2021,23,2
543,3/25/2021,3,5
544,1/2/2021,11,6
545,2/4/2021,17,3
546,3/3/2021,21,3
547,1/12/2021,9,6
548,2/26/2021,17,2
549,3/26/2021,16,4
550,3/19/2021,3,4
551,2/4/2021,25,8
552,2/21/2021,16,2
553,1/29/2021,1,6
554,2/17/2021,12,3
555,1/25/2021,11,8
556,3/29/2021,14,5
557,3/1/2021,9,8
558,2/26/2021,12,5
559,1/11/2021,18,3
560,1/7/2021,8,2
561,1/13/2021,11,8
562,3/1/2021,13,7
563,2/2/2021,26,6
564,3/8/2021,13,2
565,3/7/2021,24,7
566,1/16/2021,25,5
567,3/4/2021,1,8
568,2/27/2021,17,7
569,3/29/2021,27,5
570,2/25/2021,24,7
571,2/17/2021,11,4
572,2/23/2021,16,2
573,1/20/2021,16,6
574,2/5/2021,14,7
575,3/23/2021,29,2
576,1/6/2021,22,2
577,3/14/2021,5,3
578,3/2/2021,12,8
579,2/13/2021,8,6
580,2/4/2021,4,2
581,3/13/2021,14,3
582,3/13/2021,3,3
583,1/23/2021,22,2
584,2/24/2021,4,1
585,3/20/2021,2,1
586,2/19/2021,18,7
587,3/19/2021,5,2
588,1/22/2021,6,2
589,3/6/2021,13,4
590,3/11/2021,16,7
591,3/7/2021,4,5
592,1/4/2021,13,1
593,2/11/2021,23,7
594,1/16/2021,14,3
595,1/24/2021,17,8
596,2/13/2021,7,2
597,1/19/2021,28,1
598,3/9/2021,20,4
599,3/21/2021,29,4
600,1/22/2021,27,6
601,3/13/2021,1,1
602,1/4/2021,16,1
603,2/1/2021,16,5
604,1/11/2021,9,8
605,3/6/2021,20,2
606,1/16/2021,25,1
607,1/30/2021,15,5
608,1/1/2021,1,6
609,2/9/2021,28,1
610,1/1/2021,17,6
611,2/18/2021,12,5
612,1/7/2021,7,1
613,2/27/2021,9,3
614,3/8/2021,6,6
615,3/10/2021,3,2
616,1/14/2021,22,1
617,1/29/2021,20,4
618,3/28/2021,5,7
619,1/18/2021,24,2
620,3/11/2021,13,1
621,3/20/2021,23,2
622,3/29/2021,28,5
623,1/22/2021,19,4
624,1/24/2021,6,4
625,1/7/2021,7,1
626,3/22/2021,1,7
627,3/25/2021,5,6
628,2/5/2021,13,6
629,3/28/2021,27,8
630,1/2/2021,17,1
631,1/19/2021,22,8
632,2/12/2021,28,3
633,1/12/2021,11,3
634,1/21/2021,24,2
635,1/6/2021,23,3
636,1/5/2021,22,8
637,1/2/2021,7,2
638,1/29/2021,17,1
639,2/20/2021,29,3
640,1/29/2021,15,6
641,3/18/2021,22,3
642,2/2/2021,8,4
643,2/5/2021,12,8
644,2/10/2021,26,1
645,2/16/2021,20,8
646,2/4/2021,26,1
647,1/18/2021,2,8
648,3/10/2021,28,1
649,1/14/2021,24,2
650,3/13/2021,7,5
651,3/4/2021,3,2
652,1/18/2021,28,3
653,3/22/2021,17,5
654,3/12/2021,2,8
655,1/4/2021,3,5
656,3/17/2021,20,5
657,2/8/2021,13,6
658,3/26/2021,24,2
659,2/1/2021,19,2
660,2/23/2021,2,7
661,3/19/2021,18,5
662,3/3/2021,14,7
663,3/13/2021,5,1
664,3/14/2021,16,7
665,2/3/2021,1,4
666,1/4/2021,11,4
667,2/18/2021,29,4
668,1/31/2021,5,1
669,3/14/2021,14,2
670,2/2/2021,1,7
671,3/30/2021,29,7
672,2/11/2021,18,6
673,2/18/2021,19,6
674,1/9/2021,14,2
675,3/7/2021,2,1
676,1/31/2021,3,4
677,1/4/2021,21,5
678,1/24/2021,18,4
679,3/7/2021,26,4
680,3/6/2021,27,5
681,3/25/2021,22,2
682,2/16/2021,8,4
683,3/14/2021,28,6
684,3/26/2021,8,5
685,2/16/2021,28,2
686,2/9/2021,29,3
687,1/19/2021,19,2
688,1/12/2021,29,8
689,3/22/2021,6,8
690,2/3/2021,10,5
691,2/17/2021,27,2
692,2/16/2021,15,3
693,3/20/2021,25,6
694,3/17/2021,28,3
695,3/6/2021,4,5
696,3/5/2021,10,5
697,2/7/2021,9,1
698,2/1/2021,29,3
699,2/2/2021,16,7
700,1/22/2021,8,6
701,1/16/2021,24,2
702,1/25/2021,2,1
703,1/19/2021,22,4
704,3/25/2021,9,6
705,1/15/2021,18,7
706,1/16/2021,6,4
707,1/28/2021,13,5
708,2/2/2021,1,7
709,3/18/2021,24,6
710,2/27/2021,8,6
711,2/6/2021,16,8
712,1/19/2021,7,3
713,1/30/2021,18,6
714,1/22/2021,24,4
715,2/9/2021,4,7
716,1/14/2021,13,7
717,1/21/2021,8,5
718,1/25/2021,24,1
719,3/25/2021,12,8
720,2/21/2021,9,1
721,2/23/2021,22,6
722,2/11/2021,11,2
723,3/22/2021,26,2
724,3/4/2021,28,7
725,2/18/2021,24,6
726,3/13/2021,26,2
727,3/28/2021,16,5
728,2/2/2021,18,1
729,3/27/2021,20,3
730,1/28/2021,19,1
731,2/14/2021,19,2
732,2/21/2021,8,3
733,3/24/2021,1,8
734,1/31/2021,25,8
735,3/28/2021,26,7
736,3/19/2021,28,1
737,3/20/2021,26,6
738,1/21/2021,2,8
739,3/4/2021,20,7
740,2/12/2021,13,7
741,2/16/2021,10,7
742,1/24/2021,4,7
743,2/10/2021,10,7
744,1/25/2021,11,8
745,1/4/2021,25,4
746,3/15/2021,11,3
747,2/17/2021,8,1
748,1/26/2021,17,6
749,1/28/2021,8,8
750,3/9/2021,2,5
751,3/15/2021,18,4
752,1/27/2021,15,8
753,1/21/2021,10,7
754,3/11/2021,24,7
755,1/12/2021,15,2
756,2/20/2021,17,5
757,3/19/2021,24,6
758,3/3/2021,8,2
759,3/6/2021,17,4
760,3/5/2021,22,4
761,3/30/2021,13,3
762,3/2/2021,25,8
763,1/23/2021,7,2
764,1/28/2021,21,2
765,2/20/2021,20,7
766,3/17/2021,27,8
767,1/29/2021,4,3
768,2/13/2021,27,3
769,1/30/2021,21,8
770,1/11/2021,7,6
771,2/27/2021,24,1
772,2/19/2021,14,4
773,1/5/2021,22,6
774,3/22/2021,10,7
775,3/11/2021,28,7
776,2/10/2021,11,3
777,3/30/2021,25,2
778,2/10/2021,13,4
779,1/24/2021,21,4
780,3/15/2021,10,2
781,3/2/2021,3,8
782,1/6/2021,29,1
783,1/19/2021,18,2
784,3/20/2021,24,8
785,3/5/2021,3,3
786,3/17/2021,23,7
787,2/10/2021,1,6
788,3/11/2021,15,5
789,1/14/2021,5,4
790,3/11/2021,22,8
791,1/25/2021,11,1
792,1/17/2021,28,5
793,1/6/2021,1,3
794,3/8/2021,23,2
795,3/16/2021,16,6
796,2/15/2021,4,3
797,2/9/2021,8,2
798,3/7/2021,12,5
799,1/15/2021,22,3
800,2/15/2021,15,6
801,2/17/2021,3,3
802,1/15/2021,1,1
803,3/11/2021,6,4
804,1/15/2021,10,3
805,2/15/2021,28,7
806,1/1/2021,14,3
807,3/28/2021,26,2
808,2/7/2021,5,4
809,3/28/2021,8,5
810,3/3/2021,13,5
811,2/19/2021,29,5
812,1/7/2021,19,1
813,2/25/2021,26,4
814,1/9/2021,5,6
815,2/8/2021,5,5
816,2/28/2021,25,3
817,3/4/2021,7,6
818,2/7/2021,28,1
819,3/30/2021,26,8
820,3/28/2021,24,8
821,3/17/2021,2,5
822,2/14/2021,7,4
823,1/7/2021,1,6
824,3/16/2021,27,1
825,3/15/2021,24,5
826,3/25/2021,26,8
827,2/5/2021,29,8
828,2/25/2021,2,1
829,1/31/2021,4,3
830,2/21/2021,28,7
831,1/28/2021,27,2
832,3/12/2021,21,5
833,1/3/2021,3,8
834,3/4/2021,16,6
835,1/29/2021,9,1
836,3/17/2021,5,6
837,1/12/2021,22,1
838,1/9/2021,20,7
839,3/5/2021,22,1
840,2/12/2021,9,4
841,3/30/2021,8,5
842,1/3/2021,19,6
843,2/14/2021,17,5
844,1/23/2021,14,1
845,1/29/2021,16,3
846,2/2/2021,19,3
847,2/26/2021,13,6
848,2/24/2021,17,2
849,3/26/2021,17,1
850,2/11/2021,25,8
851,1/9/2021,5,7
852,3/23/2021,4,6
853,1/12/2021,11,5
854,3/28/2021,13,6
855,3/5/2021,28,5
856,3/13/2021,12,3
857,3/15/2021,17,8
858,1/24/2021,13,4
859,3/10/2021,22,7
860,1/27/2021,17,3
861,3/10/2021,26,2
862,3/17/2021,9,1
863,3/24/2021,20,1
864,1/19/2021,18,4
865,2/20/2021,1,3
866,1/4/2021,9,3
867,2/12/2021,3,3
868,3/2/2021,2,4
869,2/13/2021,6,8
870,3/8/2021,6,4
871,3/21/2021,15,7
872,2/16/2021,9,3
873,3/9/2021,22,3
874,1/22/2021,14,8
875,2/25/2021,7,8
876,1/13/2021,6,5
877,1/17/2021,12,8
878,1/31/2021,17,1
879,1/26/2021,12,7
880,2/1/2021,7,5
881,2/12/2021,28,6
882,2/27/2021,2,7
883,2/3/2021,12,8
884,3/3/2021,1,2
885,3/5/2021,22,3
886,1/7/2021,17,6
887,3/9/2021,10,4
888,3/15/2021,27,5
889,2/6/2021,16,7
890,2/23/2021,26,4
891,1/30/2021,3,2
892,1/16/2021,12,7
893,1/1/2021,10,6
894,3/23/2021,6,5
895,1/30/2021,14,3
896,3/28/2021,22,6
897,2/18/2021,14,6
898,3/10/2021,4,6
899,2/25/2021,11,1
900,3/17/2021,1,5
901,2/20/2021,19,3
902,1/2/2021,18,7
903,3/28/2021,26,1
904,1/22/2021,19,3
905,2/9/2021,16,5
906,3/2/2021,14,6
907,1/1/2021,8,6
908,1/16/2021,27,5
909,1/10/2021,7,6
910,3/29/2021,3,2
911,2/18/2021,10,7
912,2/13/2021,7,7
913,1/15/2021,3,2
914,3/5/2021,17,5
915,1/24/2021,28,2
916,2/8/2021,14,3
917,1/4/2021,22,7
918,1/20/2021,16,3
919,2/2/2021,16,2
920,2/19/2021,26,3
921,2/25/2021,26,4
922,3/5/2021,16,7
923,2/26/2021,12,5
924,3/3/2021,13,5
925,3/13/2021,10,6
926,2/22/2021,12,4
927,2/11/2021,22,8
928,2/11/2021,3,3
929,1/15/2021,28,7
930,1/9/2021,16,4
931,3/10/2021,12,4
932,2/10/2021,2,5
933,3/16/2021,29,3
934,3/19/2021,23,2
935,3/9/2021,1,6
936,3/12/2021,27,5
937,3/18/2021,9,5
938,2/14/2021,29,2
939,1/26/2021,10,7
940,2/22/2021,8,8
941,3/7/2021,16,6
942,3/2/2021,5,7
943,1/25/2021,11,4
944,1/22/2021,6,1
945,3/18/2021,14,2
946,3/7/2021,5,7
947,1/10/2021,13,6
948,2/28/2021,29,7
949,3/25/2021,16,1
950,3/5/2021,5,2
951,3/9/2021,12,5
952,2/8/2021,5,1
953,1/15/2021,1,5
954,2/21/2021,26,5
955,1/11/2021,28,8
956,3/10/2021,1,3
957,3/6/2021,19,5
958,3/16/2021,12,7
959,3/3/2021,4,4
960,2/19/2021,9,8
961,2/23/2021,29,1
962,3/10/2021,17,4
963,1/30/2021,9,4
964,3/25/2021,13,1
965,1/4/2021,22,4
966,3/19/2021,24,6
967,1/13/2021,26,6
968,3/15/2021,9,2
969,3/29/2021,11,5
970,3/6/2021,20,4
971,2/10/2021,19,8
972,2/11/2021,25,6
973,3/24/2021,3,7
974,2/14/2021,8,5
975,1/12/2021,10,8
976,2/19/2021,2,8
977,1/9/2021,26,5
978,2/26/2021,17,8
979,3/26/2021,9,2
980,2/8/2021,26,8
981,1/31/2021,24,1
982,1/5/2021,18,5
983,2/2/2021,5,5
984,2/17/2021,3,3
985,2/10/2021,6,1
986,3/2/2021,17,4
987,3/7/2021,28,3
988,3/26/2021,28,2
989,1/4/2021,9,8
990,2/16/2021,12,6
991,3/29/2021,14,4
992,2/20/2021,2,6
993,3/11/2021,14,8
994,2/16/2021,7,2
995,2/24/2021,21,8
996,3/11/2021,10,5
997,3/9/2021,11,5
998,3/3/2021,20,4
999,3/2/2021,15,4
1000,2/21/2021,4,4
